-1,-0.001
-1,0
-1,0.5
-1,1
-0.9375,
-0.88828125,
-0.8125,
-0.8,
-0.8,
-0.75,
-0.75,
-0.75,
-0.75,
-0.75,
-0.75,
-0.75,
-0.75,
-0.75,
-0.75,
-0.708333333,
-0.705,
-0.7,
-0.65,
-0.625,
-0.6,
-0.6,
-0.6,
-0.6,
-0.6,
-0.5859375,
-0.575,
-0.575,
-0.55,
-0.541666667,
-0.53125,
-0.507407407,
-0.5,
-0.5,
-0.5,
-0.5,
-0.5,
-0.5,
-0.5,
-0.5,
-0.5,
-0.5,
-0.5,
-0.5,
-0.5,
-0.5,
-0.495,
-0.486111111,
-0.481785714,
-0.46875,
-0.45,
-0.446666667,
-0.441666667,
-0.4375,
-0.433333333,
-0.433333333,
-0.425,
-0.416666667,
-0.4125,
-0.411111111,
-0.408333333,
-0.4,
-0.4,
-0.4,
-0.390625,
-0.390625,
-0.390625,
-0.390625,
-0.390277778,
-0.375,
-0.375,
-0.375,
-0.375,
-0.375,
-0.373579545,
-0.372,
-0.365972222,
-0.364583333,
-0.355,
-0.35,
-0.3375,
-0.333333333,
-0.333333333,
-0.333333333,
-0.333333333,
-0.325,
-0.325,
-0.3125,
-0.3125,
-0.3125,
-0.3125,
-0.3125,
-0.3125,
-0.3125,
-0.3125,
-0.3125,
-0.308333333,
-0.3,
-0.3,
-0.3,
-0.3,
-0.3,
-0.3,
-0.3,
-0.3,
-0.3,
-0.3,
-0.3,
-0.3,
-0.3,
-0.3,
-0.2921875,
-0.291666667,
-0.291666667,
-0.291666667,
-0.291666667,
-0.291666667,
-0.285333333,
-0.283333333,
-0.283333333,
-0.275,
-0.275,
-0.275,
-0.275,
-0.271527778,
-0.266666667,
-0.2625,
-0.257142857,
-0.25625,
-0.253125,
-0.25,
-0.25,
-0.25,
-0.25,
-0.25,
-0.25,
-0.25,
-0.25,
-0.25,
-0.25,
-0.25,
-0.25,
-0.25,
-0.25,
-0.25,
-0.25,
-0.25,
-0.25,
-0.25,
-0.25,
-0.25,
-0.25,
-0.25,
-0.243055556,
-0.240625,
-0.2375,
-0.234375,
-0.233333333,
-0.233333333,
-0.233333333,
-0.233333333,
-0.233333333,
-0.229166667,
-0.222222222,
-0.221439394,
-0.22,
-0.214409722,
-0.208928571,
-0.208333333,
-0.200694444,
-0.2,
-0.2,
-0.2,
-0.2,
-0.2,
-0.2,
-0.2,
-0.2,
-0.2,
-0.2,
-0.2,
-0.2,
-0.2,
-0.2,
-0.2,
-0.2,
-0.194196429,
-0.191666667,
-0.191319444,
-0.190940203,
-0.19,
-0.19,
-0.19,
-0.1875,
-0.1875,
-0.1875,
-0.1875,
-0.1875,
-0.1875,
-0.1875,
-0.184659091,
-0.183333333,
-0.1796875,
-0.178571429,
-0.176136364,
-0.175,
-0.175,
-0.175,
-0.175,
-0.175,
-0.175,
-0.175,
-0.172222222,
-0.172222222,
-0.171875,
-0.171875,
-0.171666667,
-0.169047619,
-0.167737269,
-0.166875,
-0.166666667,
-0.166666667,
-0.166666667,
-0.166666667,
-0.166666667,
-0.166666667,
-0.166666667,
-0.166666667,
-0.166666667,
-0.166666667,
-0.166666667,
-0.166428571,
-0.165,
-0.162513951,
-0.1625,
-0.1625,
-0.1625,
-0.158928571,
-0.15843254,
-0.15625,
-0.15625,
-0.15625,
-0.156076389,
-0.155555556,
-0.155555556,
-0.154761905,
-0.154277146,
-0.153571429,
-0.153409091,
-0.151190476,
-0.15,
-0.15,
-0.15,
-0.15,
-0.15,
-0.15,
-0.15,
-0.15,
-0.149166667,
-0.146031746,
-0.145833333,
-0.145454545,
-0.143452381,
-0.141917904,
-0.141666667,
-0.141666667,
-0.141111111,
-0.140625,
-0.140625,
-0.14,
-0.139254149,
-0.1375,
-0.1375,
-0.1375,
-0.1375,
-0.1375,
-0.13625,
-0.135897684,
-0.135606061,
-0.133333333,
-0.133333333,
-0.133333333,
-0.133333333,
-0.133333333,
-0.133333333,
-0.130357143,
-0.13,
-0.129761905,
-0.129166667,
-0.129166667,
-0.128571429,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.125,
-0.12375,
-0.121990741,
-0.121835317,
-0.119642857,
-0.118824405,
-0.118452381,
-0.116666667,
-0.116666667,
-0.116666667,
-0.114930556,
-0.1125,
-0.1125,
-0.1125,
-0.1125,
-0.11,
-0.109375,
-0.108680556,
-0.108333333,
-0.106818182,
-0.10625,
-0.105654762,
-0.105555556,
-0.105092593,
-0.104166667,
-0.104166667,
-0.104166667,
-0.104166667,
-0.104166667,
-0.103333333,
-0.103125,
-0.101666667,
-0.1,
-0.1,
-0.1,
-0.1,
-0.1,
-0.1,
-0.1,
-0.1,
-0.1,
-0.1,
-0.1,
-0.1,
-0.1,
-0.1,
-0.1,
-0.1,
-0.1,
-0.1,
-0.1,
-0.1,
-0.1,
-0.098958333,
-0.09765625,
-0.097222222,
-0.097222222,
-0.097222222,
-0.097222222,
-0.096969697,
-0.09638438,
-0.09625,
